"label","message"
"ham","Anna birthday gift enoda ready ah iruku. Office ku vandhu eduthuko."
"ham","Sorry I missed your call, was in a meeting. Will call you back in 10 mins."
"ham","Flight landed safely. Will be home by 9. Keep some food for me."
"ham","Beta, remember to take your medicine after lunch. Also drink enough water today."
"ham","Naan evening 6 mani varen. Lunch ready panna vendam. Naan thaan senjukkaren."
"ham","Arrey kal mila hi nahi tu! Kahan tha? Subah se try kar raha hun."
"ham","We booked tickets for the Coldplay concert! You are coming right? Please say yes!"
"ham","Bro your package came to my house by mistake. It says Amazon. Want me to drop it off?"
"ham","Study pannuva? Naalaikku exam iruku maarandhu poyirukiya?"
"ham","Can't make it tonight, running temperature since morning. Doctor ne rest bol diya."
"ham","Happy Diwali to you and your family! May this year bring lots of joy and prosperity."
"ham","Your OTP for SBI NetBanking login is 738291. Valid for 10 minutes. Do not share with anyone. -SBI"
"ham","Your OTP is 521934. Use this to verify your Aadhaar-linked mobile number. Valid for 3 mins. -UIDAI"
"ham","467832 is your Amazon OTP. Please enter this on the verification page. Do not share. -Amazon"
"ham","Your HDFC Bank OTP for transaction of Rs.5,000 is 293847. Valid 5 mins. Do NOT share. -HDFC Bank"
"ham","Your Paytm OTP is 836129. Valid for 10 minutes. Never share OTP with anyone including Paytm employees. -Paytm"
"ham","OTP for your Flipkart login: 103842. This OTP expires in 15 minutes. Do not share. -Flipkart"
"ham","Your OTP for Zomato order confirmation is 775421. Valid for 5 mins. -Zomato"
"ham","348271 is the verification code for your WhatsApp registration. Do NOT share this code. -WhatsApp"
"ham","Your GPay UPI PIN reset OTP is 927384. Do not share this with anyone. -Google Pay"
"ham","OTP: 102938. Use this for verifying your mobile number on DigiLocker. Valid for 10 mins. -DigiLocker"
"ham","Your IRCTC login OTP is 447821. Please do not share this with anyone. -IRCTC"
"ham","Myntra verification code: 832947. Enter to complete your order. OTP valid for 10 minutes. -Myntra"
"ham","Your Swiggy OTP is 349281. Enter on the Swiggy app to verify your order. -Swiggy"
"ham","Registration OTP for Ola: 182739. Valid for 5 minutes. Do not share this with anyone. -Ola"
"ham","Your OTP for NSDL PAN card application is 204938. Valid for 15 minutes. -NSDL"
"ham","Verification code for your YES Bank account: 374829. Valid 3 mins. Never share OTP. -YES Bank"
"ham","Your PhonePe OTP is 518372. This is to verify your mobile number. Do not share. -PhonePe"
"ham","593021 is your MakeMyTrip OTP. Use within 10 minutes to confirm your booking. -MakeMyTrip"
"ham","Your Razorpay payment OTP is 837492. Enter to authenticate your transaction. -Razorpay"
"ham","CRED OTP: 274819. Use within 10 minutes to verify your credit card payment. -CRED"
"ham","128374 is your IndiGo account OTP. Valid for 5 minutes. Never share OTP with anyone. -IndiGo"
"ham","Your Axis Bank OTP for Rs.12,000 NEFT is 639204. Valid for 30 seconds. Do not share. -Axis Bank"
"ham","Verification code: 485921. Use this to log in to your Policybazaar account. -Policybazaar"
"ham","Your Canara Bank mobile banking OTP is 726384. Valid for 5 minutes. Never share with anyone. -Canara Bank"
"ham","OTP for EPFO UAN portal login: 918273. Valid for 10 mins. Do NOT share with anyone. -EPFO"
"ham","Team standup is at 10 AM tomorrow. Please be on time. Agenda will be shared by EOD today. -Rahul"
"ham","Hi, the project proposal has been approved by the client. Please start development from Monday."
"ham","Please share the Q3 sales report before 5 PM today. Finance team needs it for their review."
"ham","The board meeting scheduled for Friday has been rescheduled to Tuesday 2 PM. Please update your calendars."
"ham","Your leave request for 14th-16th December has been approved. Please ensure handover by 13th. -HR Team"
"ham","Interview scheduled for Ravi Kumar on Thursday at 3 PM. Please ensure the conference room is booked."
"ham","Dear Team, server maintenance is scheduled tonight 11 PM - 2 AM. Plan your work accordingly. -IT Support"
"ham","Sprint planning call moved to 11 AM tomorrow. Please block your calendar. All devs to attend. -Priya"
"ham","Hi, could you review the B2B deck before the client call at 4 PM? Thanks and let me know."
"ham","Reminder: Pending salary approval for 3 team members. Please process by tomorrow. -Finance"
"ham","Office will be closed on Pongal (15 Jan). Compulsory attendance next day for pending deliveries. -Admin"
"ham","Your expense claim for November (Rs.4,850) has been approved and will be processed in next payroll. -Accounts"
"ham","Please join the Zoom call at 3 PM - link: https://zoom.us/j/1234567890 - Agenda: Q4 planning session"
"ham","Dear All, please submit your timesheets by Friday 6 PM. Unsubmitted entries will not be processed. -HR"
"ham","Client has requested a demo this Friday. Can you prepare 3-4 slides on the new feature? -Manager"
"ham","The appraisal cycle starts next Monday. Please ensure self-assessment forms are filled by 20th."
"ham","Urgent: Production server is down. All backend engineers please join the war room call immediately."
"ham","New joining formality: Please bring original documents (10th, 12th, degree, ID proof) on Day 1. -HR"
"ham","The NDA with TechCorp has been signed. You can now share product roadmap with their team. -Legal"
"ham","Team lunch tomorrow at 1 PM at The Spice Garden, Racecourse Road. RSVP by 10 AM. -Divya"
"ham","Reminder: GST filing deadline is 20th. Please share all November invoices with accounts team. -Finance"
"ham","Your PF nomination update request has been processed. New nominee: Sunita Devi. Confirmation attached. -EPFO"
"ham","Project Delta go-live is confirmed for Dec 1st. All final testing must be completed by 28th. -PM Team"
"ham","KPI review meeting postponed to next week due to VP's travel schedule. New date to be communicated. -Admin"
"ham","Hi, your payslip for November is ready. Download it from the HRMS portal: https://hrms.company.com"
"ham","Your Amazon order #402-1234567-8901234 for boAt Rockerz 255 Pro has been shipped. Arriving by Nov 28. Track on the Amazon app."
"ham","Flipkart: Your order OR12345678901234 has been delivered to your address. Rate your experience on the app."
"ham","Your Meesho order has been packed and handed over to Delhivery. Expected delivery: Nov 30. Track on the Meesho app."
"ham","Myntra order placed successfully! Order ID: MYN2024112589. Your Roadster Shirt will arrive by Dec 2."
"ham","Zomato: Your order from Domino's has been accepted. Estimated delivery time: 35 minutes. Track live in app."
"ham","Swiggy Instamart: Your order is out for delivery! 8 items packed. Arriving in 12 minutes. Track your order."
"ham","BigBasket: Your order B24112301 has been delivered successfully. Total: Rs.1,456. Thank you for shopping with us!"
"ham","Your Nykaa order NY892345 of Lakme Foundation has shipped via BlueDart. AWB: 893472839. Estimated delivery: Dec 1."
"ham","Ajio order AJ2024112334 dispatched via Ekart. Track your kurta set at: ajio.com/track/AJ2024112334"
"ham","Pepperfry: Your sofa (Order #PF334521) has an assigned delivery date of Dec 5-7. Our team will call before delivery."
"ham","Croma: Order CR112233 (Samsung TV) confirmed. Delivery and installation scheduled for Saturday 10 AM-12 PM."
"ham","JioMart: Aapka order #JM445521 pack ho gaya hai. Kal subah 9-11 baje delivery milegi."
"ham","1mg: Your medicine order #1MG223344 has shipped. Arriving today by 8 PM. Cold chain maintained throughout. -1mg"
"ham","Snapdeal: Order SD-8843212 confirmed! Your Prestige Cooker 5L will be delivered in 3-5 business days."
"ham","Blinkit: Your order is arriving in 8 minutes! Rider Suresh is on the way. Track in the Blinkit app."
"ham","Amazon: Your order for iPhone 14 case has been delayed due to logistics issues. New expected date: Dec 3. Sorry for inconvenience."
"ham","Flipkart: Return request for order OR9988776 accepted. Pickup scheduled for tomorrow 10 AM-12 PM. Refund in 5-7 days."
"ham","Zepto: Your order of 4 items has been picked and is being dispatched. ETA: 9 minutes to your door."
"ham","Your Decathlon order DC443322 (cricket bat) is out for delivery today. Delivery partner will call before arrival."
"ham","Dunzo: Your task has been completed! Bill from DMart: Rs.822. Change returned: Rs.78. View receipt at dunzo.com"
"ham","Mamaearth: Order MH334455 shipped! Your Vitamin C Serum is on the way. Delivered by Nov 29. -Team Mamaearth"
"ham","BOAT official store: Your headphones are dispatched. AWB 7782341239 via DTDC. Delivery expected in 2-3 days."
"ham","Tata CLiQ: Order TCL-443312 (Titan watch) confirmed. We will share tracking details once the item is shipped."
"ham","PharmEasy: Order PE55443 has been dispatched. Your medicines will arrive by 9 PM today. -PharmEasy Team"
"ham","BookMyShow: Your booking for Jawan (INOX, 7:30 PM, 2 seats) is confirmed. Booking ID: BMS44321. Enjoy the movie!"
"ham","Reminder: Your appointment with Dr. Sharma is scheduled for tomorrow Nov 28 at 10:30 AM. Apollo Hospital, Room 204."
"ham","Hair appointment reminder: You have a booking at Naturals Salon tomorrow at 3 PM. Call 9988001122 to reschedule."
"ham","Interview reminder: Cognizant campus interview for Deepika R on Dec 1 at 9 AM. Venue: Tidel Park, Chennai."
"ham","Your car service at Maruti Service Center is scheduled for Saturday 8 AM. Please bring the RC book and insurance copy."
"ham","Reminder: Dental checkup with Dr. Meena at 11 AM today at Kovilpatti Dental Care, MG Road."
"ham","This is to remind you of your Visa appointment at the US Consulate on Dec 5 at 11:30 AM. Arrive 30 minutes early."
"ham","Your property registration appointment at Sub-Registrar Office is on Dec 3 at 11 AM. Bring all original documents."
"ham","Eye check-up reminder: Dr. Krishna Eye Hospital tomorrow 9:30 AM. Patient: Ravi Kumar. Token number: 14."
"ham","Your gym induction session is confirmed for Dec 1 at 6 AM at FitZone, RS Puram. Wear comfortable clothes and shoes."
"ham","AC service appointment confirmed: Technician visit tomorrow between 10 AM and 12 PM. Call 9988001100 to track arrival."
"ham","Reminder: Blood test at Thyrocare collection center tomorrow at 7 AM. Empty stomach required. Address: 12 Anna Nagar."
"ham","Your fire safety audit is scheduled for Dec 4 at 10 AM. Please ensure all documents and registers are ready. -Safety Team"
"ham","Reminder: CA appointment at Rao and Associates tomorrow at 4 PM for ITR filing review. Please bring Form 16."
"ham","Your facial appointment at Lakme Salon, Saibaba Colony is confirmed for Saturday at 2 PM."
"ham","Pet vaccination appointment: Dr. Rajan Vet Clinic, Peelamedu, Dec 2 at 11 AM for Bruno the Golden Retriever."
"ham","Reminder: Your ICICI Bank home loan appointment is tomorrow at 2 PM. Branch: RS Puram, Coimbatore."
"ham","Driving test slot confirmed: RTO Coimbatore, Dec 3 at 8:30 AM. Bring DL learner's license and original ID proof."
"ham","Your Jio store appointment for SIM swap is today at 3 PM at the Gandhipuram store. Please bring your Aadhaar card."
"ham","Reminder: Health checkup at Meenakshi Mission Hospital is on Dec 5 at 8 AM. Please report with past medical records."
"ham","Interview scheduled: Infosys System Engineer role, Monday 10 AM, Electronic City, Bengaluru. Carry 3 copies of resume."
"ham","Your astrologer appointment with Pandith Ram at Racecourse Road is confirmed for Sunday at 5 PM."
"ham","Reminder: HDFC Bank locker operation appointment is tomorrow at 11 AM. Please bring your locker key."
"ham","AC gas refill appointment confirmed at home. Technician visit: Nov 29, between 2-4 PM. Sriram Refrigeration: 9988776600."
"ham","Your tailor appointment at Vastra Boutique is on Saturday at 5 PM. Final fitting before delivery on Dec 5."
"ham","Reminder: School PTM (Parent-Teacher Meeting) for Arjun Class 7B is on Dec 2 at 9 AM. Please attend."
"ham","IndiGo Booking Confirmed! PNR: ABCXYZ. Flight 6E-445 on Dec 5 from Chennai (MAA) to Delhi (DEL) at 7:05 AM."
"ham","Your RedBus ticket is confirmed. Bus: VRL Travels, Dec 3, 9:00 PM, Coimbatore to Bengaluru. Seat 22 (Window)."
"ham","IRCTC Booking Confirmation. PNR: 2345678901. Train 12676 CBE EXP, Nov 30, Coimbatore to Chennai, 3A, Berth 45."
"ham","Hotel booking confirmed at Hotel Clarks Shiraz, Agra. Check-in: Dec 10. Check-out: Dec 12. Booking ID: HC44521."
"ham","MakeMyTrip: Flight booking confirmed! Air India AI-553, Dec 15 Mumbai to London at 23:10. E-ticket mailed to you."
"ham","Your Ola cab is confirmed! Driver: Rajan, Swift Dzire WH TN 47 AB 1234. Arriving in 4 mins. Ride OTP: 2847"
"ham","Uber: Your ride is arriving! Driver: Suresh (4.9 stars), Maruti Swift TN-09 AZ-4521. ETA: 3 minutes."
"ham","SpiceJet: Your booking SG-882 on Dec 20 (Bengaluru-Goa) is confirmed. PNR: SG7789. Web check-in opens 48h before."
"ham","KSRTC E-ticket: Bus IKL-889, Bengaluru to Mysore, Dec 2, 7:00 PM. Seat C4. Boarding at Majestic Bus Stand Platform 7."
"ham","Rapido: Bike taxi booked! Rider: Karthik, Hero Splendor TN-33 AV 9981. Ride OTP: 4521. Arriving in 6 mins."
"ham","Treebo Hotels: Booking confirmed at Treebo Trend Ark, Coimbatore. Check-in Dec 8, Check-out Dec 9. ID: TRB441290."
"ham","Air Asia: Your flight i5-881 on Dec 5, Delhi to Mumbai, at 11:15 AM is confirmed. PNR: I5-44321. Carry govt ID."
"ham","Goibibo: Hotel booking confirmed. OYO Rooms Gandhipuram, Dec 5-6. Booking ID: GOI4452119. Early check-in on request."
"ham","Yatra: Bus booked! Patel Travels, Dec 1, Chennai to Coimbatore, 10:30 PM. Seat 14. Departure point: CMBT."
"ham","Zoomcar: Your car rental booking ZC443012 for Dec 3-5 (Honda City, Coimbatore) is confirmed. Pick up at 9 AM."
"ham","Vistara: Booking confirmed for UK-811 on Dec 25 Chennai-Singapore at 1:40 AM. PNR: VIS44521. Check in at Terminal 1."
"ham","IRCTC: Tatkal ticket confirmed for 12163 Superfast, Dec 2, Mumbai to Pune, CC Class, Coach B2 Seat 24."
"ham","Your Meru Cab booking #MC442891 is confirmed. AC Sedan pickup at Mumbai Airport T2 at 11 AM. Driver will hold nameplate."
"ham","OLA Outstation: Round trip to Ooty Dec 3-4 confirmed. Driver: Anand, Innova TN-38 AC 5512. Report at 5 AM."
"ham","Porter: Your packers and movers booking for Dec 5 (2BHK, Coimbatore) is confirmed. Team arrives at 8 AM. ID: PRT44523."
"ham","Redbus: Your Chartered Bus from Madurai to Chennai on Dec 3 at 10 PM. Seat: 12 Lower Berth. PNR: RB882112."
"ham","Your passport application has been submitted. File No: MAACH2024112345. Appointment: Dec 8 at 10 AM, Coimbatore PSK."
"ham","IndiGo web check-in now open: 6E-228, Dec 10, CBE-MAA, 6:40 AM. Passenger: Jeeva M. Seat 12A. Boarding pass emailed."
"ham","Swandooq Residency, Munnar: Booking for Dec 15-17 confirmed. 1 Deluxe Room. Check-in from 2 PM. Booking ID: SWN441213."
"ham","Train departing in 2 hours! PNR 4521876341. Platform 3, Coimbatore Central. Coach S4, Seat 28. Have a pleasant journey!"
"ham","HDFC Bank: Rs.2,500 debited from A/c XX4521 on 27-Nov via UPI to Rahul Kumar. Avl bal: Rs.18,234. -HDFC"
"ham","SBI: Rs.45,000 credited to your A/c XX7890 from NEFT on 27-Nov. Available bal: Rs.67,450. -SBI"
"ham","Kotak: Rs.1,299 debited from A/c XX3321 for Netflix subscription on 27-Nov-24. Avl Bal: Rs.5,431. -Kotak"
"ham","ICICI Bank: Rs.15,000 withdrawn from ATM on 27-Nov at SBI ATM, Coimbatore. Balance: Rs.23,500. -ICICI"
"ham","Axis Bank: Salary credit of Rs.52,000 received in A/c XX5512 on 27-Nov. Available balance: Rs.55,789. -Axis Bank"
"ham","Bank of Baroda: Rs.3,450 debited from your A/c for electricity bill payment on 27-Nov. Bal: Rs.12,340."
"ham","YES Bank: UPI transaction of Rs.799 to BookMyShow on 27-Nov from A/c XX2211. Balance: Rs.8,990. -YES Bank"
"ham","Canara Bank: Rs.8,750 transferred via IMPS to A/c XX9988 on 27-Nov. Available balance: Rs.24,300. -Canara"
"ham","PNB: Rs.1,00,000 fixed deposit matured and credited to your savings A/c XX4412. Balance: Rs.1,08,340. -PNB"
"ham","IndusInd Bank: Credit card bill payment of Rs.12,500 received on 27-Nov. Outstanding dues: Rs.0. -IndusInd"
"ham","Federal Bank: Rs.22,000 NEFT received from Backero Pvt Ltd in A/c XX7733 on 27-Nov. Bal: Rs.38,440. -Federal"
"ham","SBI: EMI of Rs.6,234 debited from A/c XX1234 on 27-Nov for your home loan account. Remaining EMIs: 84. -SBI"
"ham","HDFC: Dividend of Rs.1,450 credited to A/c XX4521 from HDFC Mid-Cap Fund on 27-Nov. -HDFC Bank"
"ham","UCO Bank: Cash deposit of Rs.20,000 in A/c XX6677 at Coimbatore branch on 27-Nov. Bal: Rs.33,500. -UCO"
"ham","Paytm Payments Bank: Rs.500 added to wallet from A/c XX3344 on 27-Nov. Available bal: Rs.750. -Paytm"
"ham","ICICI Bank: Credit card payment of Rs.8,200 is due on Dec 5. Available credit limit: Rs.91,800. -ICICI CC"
"ham","AU Small Finance Bank: Rs.14,000 FD created for 1 year at 7.5% p.a. FD account number: AU44521. -AU Bank"
"ham","SBI YONO: Rs.2,000 transferred to your PPF account on 27-Nov. Updated PPF balance: Rs.3,45,000. -SBI"
"ham","Bajaj Finance: EMI of Rs.3,500 auto-debited from A/c XX8899 on 27-Nov for your personal loan. -Bajaj Finserv"
"ham","NEFT Received: Rs.75,000 from Srinivasan K in HDFC A/c XX7654 on 27-Nov. Balance: Rs.82,340. -HDFC"
"ham","RuPay Debit Card: Rs.4,560 spent at Big Bazaar Coimbatore on 27-Nov. A/c: XX3421. Bal: Rs.9,880. -SBI"
"ham","Airtel Payments Bank: Rs.1,500 sent to your linked bank account on 27-Nov. Available wallet bal: Rs.200."
"ham","IDBI Bank: Insurance premium of Rs.22,500 debited from A/c XX4433 for your LIC policy on 27-Nov. -IDBI"
"ham","Dhanlaxmi Bank: Cheque no. 003421 for Rs.35,000 cleared from A/c XX5599 on 27-Nov. Bal: Rs.12,450."
"ham","HSBC India: International transfer of USD 500 received in your account on 27-Nov. INR equivalent: Rs.41,500. -HSBC"
"ham","Anna University: Semester 5 results declared. Check at results.annauniv.edu using your Registration Number. -Exam Controller"
"ham","PSG College of Technology: Internal exam timetable for December has been uploaded on the student portal. Check your department page."
"ham","Fee reminder: Tuition fee for Term 2 (Rs.35,000) is due by Dec 10. Pay at the accounts office or via online portal."
"ham","CBSE: Class 10 and 12 practical exam schedule has been released. Visit cbse.gov.in for your school's schedule."
"ham","Coimbatore Institute of Technology: Scholarship application forms are available at the office. Last date: Dec 15."
"ham","Reminder: Your online NEET coaching class starts at 7 PM today on Unacademy. The link has been shared on your email."
"ham","UPSC notification: Civil Services Prelim 2025 application window opens Dec 1 on upsconline.nic.in."
"ham","IIT Madras: Hostel fee for Jan-Mar quarter is due by Dec 20. Pay via SBI Collect. Receipt to be submitted to warden."
"ham","Your GATE 2025 admit card is now available for download at gate2025.iitr.ac.in. Exam dates: Feb 1-2 and Feb 8-9."
"ham","School notice: Annual Day celebrations on Dec 15. Students to report by 5:30 PM in school uniform. Parents are welcome."
"ham","JEE Main Jan 2025: Registration begins Dec 1 on jeemain.nta.nic.in. Last date to apply is Dec 30. Plan early."
"ham","Your Coursera certificate for Machine Learning course by Stanford University is ready to download. Congratulations!"
"ham","CAT 2024 result has been declared. Check your score card at iimcat.ac.in. IIM interview call letters expected by Jan 15."
"ham","Vellore Institute of Technology: Supplementary exam fee (Rs.2,000 per subject) payment is due by Dec 5."
"ham","Your daughter Kavya has been selected for the State Science Olympiad. Congratulations from the principal and staff!"
"ham","AICTE notification: New curriculum guidelines for engineering colleges will be effective from the 2025-26 batch."
"ham","Tutor reminder: Online Hindi class with Ramesh Sir at 5 PM today. The Zoom link was shared yesterday on the WhatsApp group."
"ham","Board exam form: SSLC registration for March 2025 begins Dec 1. Bring fee of Rs.800 and passport photos to the school office."
"ham","Udemy course Python Bootcamp purchased successfully. Access your lifetime learning at: udemy.com/my-courses"
"ham","CAT 2024 admit card download is now open. Hall ticket available at iimcat.ac.in until Nov 24, 2024. -NTA"
"ham","School fee reminder: Bus fee (Rs.4,500) for Jan-March to be paid by Dec 25. Late fee of Rs.100 per day applies after deadline."
"ham","University of Madras: Revaluation results for Nov 2024 examination will be published on Dec 10 at unom.ac.in."
"ham","Your child's progress report for Term 1 is ready for collection. Please collect from the class teacher by Dec 5."
"ham","NEET PG 2025: Application form available at natboard.edu.in from Dec 1 to Dec 31. Registration fee: Rs.4,500."
"ham","JIPMER: Online registration for MBBS January 2025 batch is open until Dec 15 at jipmer.edu.in. Check eligibility."
"ham","Netflix: Your subscription renews on Dec 5 for Rs.649 (4K Premium plan). Manage subscription at netflix.com/account."
"ham","Jio: Your current recharge plan has expired today. Recharge with Rs.666 for 84-day validity with 1.5GB per day. -Jio"
"ham","Spotify Premium: Your family plan renews on Dec 10 for Rs.179. Cancel anytime at spotify.com/account. -Spotify"
"ham","Amazon Prime: Your annual membership renews on Jan 15 for Rs.1,499. Manage your subscription at amazon.in/prime."
"ham","YouTube Premium: Your subscription of Rs.189/month will auto-renew on Dec 1. Cancel at youtube.com/paid_memberships."
"ham","Hotstar Premium: Your subscription renews on Dec 20 for Rs.299 (mobile) or Rs.899 (4 devices). -Disney+ Hotstar"
"ham","SonyLIV: Your subscription of Rs.999/year renews on Dec 8. Continue enjoying unlimited content. -SonyLIV"
"ham","Tata Play: Your monthly subscription of Rs.599 (Hindi Super Pack) will auto-renew on Dec 5. -Tata Play"
"ham","ZEE5 Premium: Your annual plan renews on Dec 12 for Rs.999. Continue enjoying unlimited content and movies. -ZEE5"
"ham","Adobe Creative Cloud: Your subscription of Rs.4,230/month renews on Dec 1. Manage at account.adobe.com."
"ham","Airtel Xstream: Your OTT bundle (Netflix + Prime + Hotstar) renews on Dec 3 as part of your Rs.499 plan. -Airtel"
"ham","Microsoft 365: Your annual subscription (Rs.4,899) renews on Dec 15. Manage account at microsoft.com/account."
"ham","Quick Heal antivirus renewal: Your license expires on Dec 31. Renew for Rs.799 at quickheal.co.in or call 9090001100."
"ham","Swiggy One: Your membership renews on Dec 10 for Rs.179/month. Continue enjoying unlimited free delivery. -Swiggy"
"ham","Zomato Gold: Your membership will expire on Dec 15. Renew for Rs.149/month in the Zomato app. -Zomato"
"ham","EaseMyTrip: Your annual subscription (Rs.999) providing exclusive travel discounts renews on Dec 20. -EaseMyTrip"
"ham","MX Player Pro: Annual subscription Rs.999 due for renewal on Dec 25. Continue your ad-free viewing experience. -MX Player"
"ham","Dailyhunt Plus: Your news subscription of Rs.399/year expires Dec 31. Renew to continue reading. -Dailyhunt"
"ham","Times Prime: Your annual subscription (Rs.999) renews on Jan 1. Benefits include TOI, ET, Gaana, and more. -Times Group"
"ham","Duolingo Plus: Your language learning subscription of Rs.399/month renews Dec 5. Keep your learning streak alive! -Duolingo"
"ham","BSNL: Your broadband plan Fiber Value 499 renews on Dec 1. Speed: 100Mbps with 3.3TB monthly data. -BSNL Fiber"
"ham","Truecaller Premium: Your 6-month plan expires Dec 20. Renew at Rs.529 for premium caller ID features. -Truecaller"
"ham","CLiQ Music: Your subscription of Rs.99/month renews on Dec 7. Enjoy 8 crore+ songs without interruption. -Tata CLiQ Music"
"ham","GitHub Copilot: Your AI coding subscription ($10/month) renews on Dec 1. Manage at github.com/settings/billing."
"ham","VPN subscription renewal: Your NordVPN 1-year plan renews on Jan 15. Amount: Rs.2,999. -NordVPN"
"ham","TNEB: Electricity bill of Rs.1,245 for consumer no. 007-002-123 is due by Dec 5. Pay at tnebnet.org or any EB office."
"ham","Coimbatore Corporation: Property tax (Rs.3,200) for H.No 45, Ward 12 is due by Dec 31. Pay at office or online."
"ham","Jal Board: Water bill of Rs.450 for January quarter is due by Dec 15. Pay at ward office or at jalboard.in."
"ham","BSNL Landline: Your bill for November (Rs.699) is due by Dec 5. Pay at BSNL counter or at bsnlportal.in."
"ham","DigiLocker: Your vehicle RC for TN39XX1234 has been digitally issued. You no longer need to carry a physical copy. -UIDAI"
"ham","NHAI FASTag: Low balance alert! Current balance Rs.150. Please recharge to avoid penalty at highway toll plazas. -IHMCL"
"ham","Income Tax Dept: Your refund of Rs.8,450 for AY 2024-25 has been processed. Amount will credit in 3-5 working days."
"ham","Aadhaar: Your mobile number update request has been successfully processed. New number is now linked to your Aadhaar."
"ham","MSEDCL: Planned power outage in your area on Nov 29 from 10 AM to 2 PM for maintenance work. Inconvenience regretted."
"ham","Gas connection: Your gas agency has received your refill booking. Cylinder will be delivered within 2 working days."
"ham","Passport India: Status update for file no. MAACH2024112345: Passport dispatched via Speed Post. AWB: RP4521876IN."
"ham","Driving licence renewal successful. Your new DL TN39 20241231 001 is being dispatched. Expected delivery within 7 days. -RTO"
"ham","UIDAI: Aadhaar address update approved for Aadhaar no. XXXX XXXX 4521. Your new address has been updated in the system."
"ham","TRAI: Your new DND registration is active. You will not receive unwanted commercial calls or SMS for 7 years. Ref: 44521."
"ham","EPF: Claim ID 2024-25/CBE/001234 has been approved. PF amount of Rs.45,000 will credit in 3-5 bank working days."
"ham","BBMP Property Tax: Annual property tax (Rs.8,200) paid successfully. Official receipt no: BBMP/2024/44521. -BBMP"
"ham","GST refund of Rs.23,450 approved for GSTIN 33XXXXX. Amount will be credited to registered bank account in 7-10 days."
"ham","Voter ID: Your voter ID for electoral roll 2025 has been updated. Polling station: Govt School, Ward 14. -ECI"
"ham","India Post: Registered parcel RX4521874IN from Germany has been delivered to your address on 27-Nov. Acknowledgement noted."
"ham","Vaahan: Your vehicle fitness certificate for TN39XX1234 expires Dec 31. Renew at nearby RTO or parivahan.gov.in."
"ham","Railway: Platform ticket purchase confirmed. PF No: 7834521. Rs.10 paid. Valid for 1 hour at Coimbatore Junction. -IRCTC"
"ham","TNPSC: Your application for Group 4 exam 2024 has been received. Reg No: TNPSC/G4/2024/441234. Admit card available Dec 20."
"ham","Jan Aushadhi: Your prescription for generic medicines has been submitted. Ready for pickup at Jan Aushadhi Store #4521."
"ham","PM Awas Yojana: First instalment of Rs.40,000 for eligible beneficiary ID PMAY/2024/441234 has been approved and transferred."
"ham","TNEB Smart Meter: Your monthly energy consumption for November: 312 units. Current bill: Rs.1,876. Due date: Dec 10."
